PARTICIPANT ID,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,5,0,0,0,0,1,0,11866,0,0,0,1901
2,3,1,0,0,0,0,0,0,1,37005,0,0,0,0
3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,17396,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,15369,0,0,0,0
7,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11,1,1,0,0,0,0,0,0,0,12171,0,0,0,0
12,1,1,0,0,0,0,0,0,0,18248,0,0,0,0
13,1,1,0,0,0,0,0,0,0,15291,0,0,0,0
14,1,0,0,0,0,0,0,0,0,18147,0,0,0,0
15,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,14108,0,0,0,0
17,1,1,21,0,0,2,0,0,0,16574,0,7622,0,0
18,1,0,21,0,0,1,0,0,0,15244,0,9257,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,1,0,0,0,0,0,0,1,0,0,0,0,0
21,1,1,0,0,0,0,0,0,0,16367,0,0,0,0
22,2,0,0,0,0,0,0,0,0,14669,0,0,0,0
23,1,0,0,0,0,0,0,0,0,21413,0,0,0,0
24,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,0,0,8,0,0,0,3,1,1,0,0,0,3276,1618
26,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27,0,1,0,0,0,0,0,0,1,0,0,0,0,0
28,1,1,0,0,0,0,0,0,0,12640,0,0,0,0
29,1,1,0,0,0,0,0,0,0,16082,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,1,0,0,0,0,0,0,1,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,1,0,0,0,0,0,0,0,23482,0,0,0,0
34,2,1,21,0,0,1,0,0,0,28403,0,6189,0,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
37,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,1,1,0,0,0,0,0,0,0,13372,0,0,0,0
41,1,1,0,0,0,0,0,0,0,15890,0,0,0,0
42,1,1,0,0,0,0,0,0,0,16010,0,0,0,0
43,1,1,0,0,0,0,0,0,0,13555,0,0,0,0
44,1,1,0,0,0,0,0,0,0,17733,0,0,0,0
45,0,1,0,0,0,0,0,0,1,0,0,0,0,0
46,2,0,10,0,0,1,2,2,0,16465,0,7628,3554,1661
47,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,1,1,10,0,0,0,1,0,0,15810,0,0,3014,0
49,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,1,1,0,0,0,0,0,0,0,11663,0,0,0,0
53,1,1,21,0,0,1,0,0,0,15416,0,6382,0,0
54,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,1,0,0,0,0,0,0,0,0,24623,0,0,0,0
56,1,1,0,0,0,0,0,0,0,12347,0,0,0,0
57,0,1,0,0,0,0,0,0,1,0,0,0,0,0
58,1,0,0,0,0,0,0,0,0,16371,0,0,0,0
59,1,1,21,0,0,1,0,0,0,15003,0,6400,0,0
60,1,1,0,0,0,0,0,0,0,13564,0,0,0,0
61,2,1,0,0,0,0,0,0,0,27372,0,0,0,0
62,0,1,0,0,0,0,0,0,1,0,0,0,0,0
63,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,1,1,21,0,0,1,0,0,0,13690,0,5814,0,0
65,1,1,13,0,0,1,0,1,0,13124,0,6559,0,1454
66,3,1,21,0,0,1,0,0,0,38625,0,5643,0,0
67,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,1,1,0,0,0,0,0,0,0,18656,0,0,0,0
69,1,1,0,0,0,0,0,0,0,12775,0,0,0,0
70,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,0,1,0,0,0,0,0,0,1,0,0,0,0,0
75,0,1,0,0,0,0,0,0,1,0,0,0,0,0
76,1,-1,0,0,0,0,0,0,0,16979,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79,0,1,0,0,0,0,0,0,1,0,0,0,0,0
80,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81,1,1,0,0,0,0,0,0,0,0,0,0,0,0
82,1,1,0,0,0,0,0,0,0,17382,0,0,0,0
83,0,1,21,0,0,1,0,0,0,0,0,7612,0,0
84,1,0,0,0,0,0,0,0,0,14228,0,0,0,0
85,1,1,21,0,0,1,0,0,0,18714,0,7048,0,0
86,1,1,0,0,0,0,0,0,0,25969,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,1,0,0,0,0,0,0,1,0,0,0,0,0
90,0,1,0,0,0,0,0,0,1,0,0,0,0,0
91,1,1,0,0,0,0,0,0,0,16233,0,0,0,0
92,1,1,17,0,0,2,1,0,0,16195,0,7728,4310,0
93,2,1,0,0,0,0,0,0,0,12046,0,0,0,0
